videoname,poi,context,value
2848,Alec Guinness,2848,0.07305908203125
2849,Bill Burr,2849,0.0775146484375
2850,Bernie Sanders,2850,0.06292724609375
2851,Alec Guinness,2851,0.04730224609375
2852,Barack Obama,2852,0.0408935546875
2853,Donald Trump,2853,0.0384521484375
2854,Bernie Sanders,2854,0.0638427734375
2855,The Notorious B.I.G.,2855,0.0999755859375
2856,Donald Trump,2856,0.0626220703125
2857,Ayn Rand,2857,0.0640869140625
2858,Bill Clinton,2858,0.2030029296875
2859,John Cleese,2859,0.1051025390625
2860,Boris Johnson,2860,0.04852294921875
2861,Nelson Mandela,2861,0.0582275390625
2862,Donald Trump,2862,0.042724609375
2863,Milton Friedman,2863,0.0265655517578125
2864,Alec Guinness,2864,0.06048583984375
2865,Norm MacDonald,2865,0.11407470703125
2866,Bill Clinton,2866,0.030853271484375
2867,Christopher Hitchens,2867,0.06353759765625
2868,Alec Guinness,2868,0.044921875
2869,Bernie Sanders,2869,0.03253173828125
2870,Bill Clinton,2870,0.14501953125
2871,Donald Trump,2871,0.03302001953125
2872,Barack Obama,2872,0.02178955078125
2873,Donald Trump,2873,0.07208251953125
2874,Donald Trump,2874,0.07171630859375
2875,Arnold Schwarzenegger,2875,0.043975830078125
2876,Christopher Hitchens,2876,0.071044921875
2877,Milton Friedman,2877,0.049102783203125
2878,Bernie Sanders,2878,0.03668212890625
2879,Martin Luther King,2879,0.0633544921875
2880,George Carlin,2880,0.057098388671875
2881,Ayn Rand,2881,0.041168212890625
2882,Louis C.K.,2882,0.08978271484375
2883,Alexandria Ocasio-Cortez,2883,0.0247955322265625
2884,Ronald Reagan,2884,0.0438232421875
2885,Gilbert Gottfried,2885,0.03173828125
2886,Alec Guinness,2886,0.03662109375
2887,Adam Driver,2887,0.0097503662109375
2888,Donald Trump,2888,0.048065185546875
2889,FDR,2889,0.0692138671875
2890,Bernie Sanders,2890,0.05755615234375
2891,Nelson Mandela,2891,0.0276641845703125
2892,Ayn Rand,2892,0.0172882080078125
2893,Alec Guinness,2893,0.0596923828125
2894,Robert Kardashian,2894,0.0254669189453125
2895,Barack Obama,2895,0.041900634765625
2896,Bernie Sanders,2896,0.0186614990234375
2897,Bill Clinton,2897,0.052642822265625
2898,FDR,2898,0.08392333984375
2899,Bill Clinton,2899,0.0297088623046875
2900,Ronald Reagan,2900,0.04095458984375
2901,Malcolm X,2901,0.0296783447265625
2902,Donald Trump,2902,0.036346435546875
2903,Martin Luther King,2903,0.072509765625
2904,John Cleese,2904,0.0782470703125
2905,Donald Trump,2905,0.03924560546875
2906,Jimmy Carter,2906,0.02154541015625
2907,Ronald Reagan,2907,0.0572509765625
2908,Milton Friedman,2908,0.044921875
2909,Christopher Hitchens,2909,0.025726318359375
2910,Bill Clinton,2910,0.1849365234375
2911,Alec Guinness,2911,0.0478515625
2912,Nelson Mandela,2912,0.0218963623046875
2913,Calvin Coolidge,2913,0.266357421875
2914,Bill Clinton,2914,0.01555633544921875
2915,JFK,2915,0.08404541015625
2916,Barack Obama,2916,0.0232696533203125
2917,Donald Trump,2917,0.0732421875
2918,Barack Obama,2918,0.0278167724609375
2919,Bernie Sanders,2919,0.025177001953125
2920,Bernie Sanders,2920,0.06280517578125
2921,Christopher Hitchens,2921,0.04425048828125
2922,Mr. Rogers,2922,0.040771484375
2923,The Notorious B.I.G.,2923,0.0897216796875
2924,Ayn Rand,2924,0.09857177734375
2925,Barack Obama,2925,0.1439208984375
2926,Donald Trump,2926,0.0301055908203125
2927,Mark Zuckerberg,2927,0.036529541015625
2928,Alec Guinness,2928,0.063232421875
2929,Ayn Rand,2929,0.02935791015625
2930,JFK,2930,0.0271453857421875
2931,Donald Trump,2931,0.041412353515625
2932,Milton Friedman,2932,0.06964111328125
2933,Bernie Sanders,2933,0.0273590087890625
2934,Donald Trump,2934,0.0528564453125
2935,Ayn Rand,2935,0.02496337890625
2936,Alec Guinness,2936,0.08563232421875
2937,Barack Obama,2937,0.060211181640625
2938,Alec Guinness,2938,0.0750732421875
2939,Martin Luther King,2939,0.03875732421875
2940,Donald Trump,2940,0.049835205078125
2941,Bernie Sanders,2941,0.037567138671875
2942,Arnold Schwarzenegger,2942,0.06915283203125
2943,Lyndon Johnson,2943,0.1378173828125
2944,Winston Churchill,2944,0.043701171875
2945,Adam Driver,2945,0.050537109375
2946,Robert Kardashian,2946,0.140380859375
2947,Nelson Mandela,2947,0.10968017578125
2948,JFK,2948,0.0229644775390625
2949,Robert Kardashian,2949,0.0248565673828125
2950,Nelson Mandela,2950,0.0677490234375
2951,Alec Guinness,2951,0.07891845703125
2952,Alec Guinness,2952,0.0631103515625
2953,Frank Sinatra,2953,0.14013671875
2954,Bill Clinton,2954,0.03826904296875
2955,Ronald Reagan,2955,0.06744384765625
2956,Bernie Sanders,2956,0.031951904296875
2957,Winston Churchill,2957,0.0179595947265625
2958,Bill Clinton,2958,0.05267333984375
2959,Ronald Reagan,2959,0.07171630859375
2960,Winston Churchill,2960,0.0260162353515625
2961,Bernie Sanders,2961,0.07257080078125
2962,Donald Trump,2962,0.032379150390625
2963,Donald Trump,2963,0.03497314453125
2964,Alexandria Ocasio-Cortez,2964,0.0360107421875
2965,Donald Trump,2965,0.0379638671875
2966,Alec Guinness,2966,0.039459228515625
2967,The Notorious B.I.G.,2967,0.11859130859375
2968,Bernie Sanders,2968,0.03375244140625
2969,Barack Obama,2969,0.0706787109375
2970,Donald Trump,2970,0.02789306640625
2971,Alexandria Ocasio-Cortez,2971,0.04449462890625
2972,Winston Churchill,2972,0.0285491943359375
2973,Jeff Goldblum,2973,0.024749755859375
2974,Bill Clinton,2974,0.04962158203125
2975,Donald Trump,2975,0.057159423828125
2976,Bernie Sanders,2976,0.121337890625
2977,Norm MacDonald,2977,0.1048583984375
2978,Alec Guinness,2978,0.051239013671875
2979,Queen Elizabeth II,2979,0.075439453125
2980,Alec Guinness,2980,0.0784912109375
2981,Mark Zuckerberg,2981,0.043060302734375
2982,The Notorious B.I.G.,2982,0.094970703125
2983,Ayn Rand,2983,0.044403076171875
2984,George W. Bush,2984,0.1312255859375
2985,Bernie Sanders,2985,0.0209808349609375
2986,Donald Trump,2986,0.04193115234375
2987,Barack Obama,2987,0.09271240234375
2988,Winston Churchill,2988,0.026641845703125
2989,George Carlin,2989,0.0246124267578125
2990,Richard Nixon,2990,0.0198516845703125
2991,Dwight Eisenhower,2991,0.100830078125
2992,Ronald Reagan,2992,0.06158447265625
2993,Donald Trump,2993,0.069580078125
2994,Christopher Hitchens,2994,0.043731689453125
2995,Ayn Rand,2995,0.0743408203125
2996,Ronald Reagan,2996,0.037506103515625
2997,Boris Johnson,2997,0.057098388671875
2998,Jerry Seinfeld,2998,0.061248779296875
2999,Barack Obama,2999,0.0251312255859375
3000,Bill Clinton,3000,0.077392578125
3001,Donald Trump,3001,0.050689697265625
3002,Alec Guinness,3002,0.0236053466796875
3003,Donald Trump,3003,0.050811767578125
3004,Ayn Rand,3004,0.0287933349609375
3005,Queen Elizabeth II,3005,0.0277099609375
3006,Ayn Rand,3006,0.05535888671875
3007,Winston Churchill,3007,0.053802490234375
3008,Alexandria Ocasio-Cortez,3008,0.0228729248046875
3009,Arnold Schwarzenegger,3009,0.020263671875
3010,JFK,3010,0.04119873046875
3011,Bernie Sanders,3011,0.04998779296875
3012,Barack Obama,3012,0.057586669921875
3013,Milton Friedman,3013,0.07354736328125
3014,Christopher Hitchens,3014,0.0672607421875
3015,Barack Obama,3015,0.08416748046875
3016,FDR,3016,0.107177734375
3017,Bernie Sanders,3017,0.054534912109375
3018,Alec Guinness,3018,0.056884765625
3019,Barack Obama,3019,0.0183258056640625
3020,Alec Guinness,3020,0.0914306640625
3021,Barack Obama,3021,0.08245849609375
3022,Bill Clinton,3022,0.07574462890625
3023,Bernie Sanders,3023,0.072998046875
3024,Donald Trump,3024,0.12646484375
3025,Alec Guinness,3025,0.039337158203125
3026,Donald Trump,3026,0.052459716796875
3027,Donald Trump,3027,0.089111328125
3028,Mark Zuckerberg,3028,0.05084228515625
3029,Bernie Sanders,3029,0.128662109375
3030,Donald Trump,3030,0.050506591796875
3031,Donald Trump,3031,0.055908203125
3032,Alec Guinness,3032,0.06109619140625
3033,Bill Clinton,3033,0.0823974609375
3034,Bernie Sanders,3034,0.067626953125
3035,Jeff Goldblum,3035,0.02056884765625
3036,Tucker Carlson,3036,0.045654296875
3037,Donald Trump,3037,0.05908203125
3038,Ayn Rand,3038,0.021514892578125
3039,Bernie Sanders,3039,0.0322265625
3040,Bernie Sanders,3040,0.0265350341796875
3041,Nick Offerman,3041,0.02886962890625
3042,Dwight Eisenhower,3042,0.0183563232421875
3043,Bernie Sanders,3043,0.06719970703125
3044,Ayn Rand,3044,0.046417236328125
3045,Bernie Sanders,3045,0.040740966796875
3046,JFK,3046,0.0145721435546875
3047,Christopher Hitchens,3047,0.059600830078125
3048,Louis Farrakhan,3048,0.02862548828125
3049,Mark Zuckerberg,3049,0.040771484375
3050,JFK,3050,0.0289154052734375
3051,Donald Trump,3051,0.06890869140625
3052,Ronald Reagan,3052,0.058441162109375
3053,Harry Truman,3053,0.0185394287109375
3054,Lyndon Johnson,3054,0.05657958984375
3055,2Pac,3055,0.0279388427734375
3056,Christopher Hitchens,3056,0.06793212890625
3057,Bernie Sanders,3057,0.033477783203125
3058,Arnold Schwarzenegger,3058,0.0655517578125
3059,Robert Kardashian,3059,0.2325439453125
3060,Martin Luther King,3060,0.07293701171875
3061,Barack Obama,3061,0.0293426513671875
3062,Alec Guinness,3062,0.0465087890625
3063,Louis Farrakhan,3063,0.09332275390625
3064,JFK,3064,0.03692626953125
3065,Donald Trump,3065,0.04901123046875
3066,Ronald Reagan,3066,0.035125732421875
3067,Bill Clinton,3067,0.08428955078125
3068,Martin Luther King,3068,0.0218658447265625
3069,Donald Trump,3069,0.072509765625
3070,Donald Trump,3070,0.0518798828125
3071,Barack Obama,3071,0.478759765625
3072,Mark Zuckerberg,3072,0.07330322265625
3073,Barack Obama,3073,0.06298828125
3074,Bill Clinton,3074,0.12249755859375
3075,Alec Guinness,3075,0.140380859375
3076,Bernie Sanders,3076,0.03656005859375
3077,Bernie Sanders,3077,0.055755615234375
3078,Donald Trump,3078,0.049713134765625
3079,Ronald Reagan,3079,0.07086181640625
3080,Ronald Reagan,3080,0.0262298583984375
3081,Mark Zuckerberg,3081,0.0173492431640625
3082,Alec Guinness,3082,0.03973388671875
3083,Barack Obama,3083,0.04998779296875
3084,Robert Kardashian,3084,0.17578125
3085,Bernie Sanders,3085,0.08599853515625
3086,Bernie Sanders,3086,0.0751953125
3087,Ayn Rand,3087,0.0343017578125
3088,2Pac,3088,0.06866455078125
3089,Ronald Reagan,3089,0.044281005859375
3090,Bernie Sanders,3090,0.036468505859375
3091,Milton Friedman,3091,0.08270263671875
3092,Alan Watts,3092,0.07537841796875
3093,Alec Guinness,3093,0.04595947265625
3094,Ronald Reagan,3094,0.036224365234375
3095,Christopher Hitchens,3095,0.04052734375
3096,Ayn Rand,3096,0.042236328125
3097,Gilbert Gottfried,3097,0.06884765625
3098,Martin Luther King,3098,0.04266357421875
3099,FDR,3099,0.0439453125
3100,Alec Guinness,3100,0.0595703125
3101,Barack Obama,3101,0.062347412109375
3102,Barack Obama,3102,0.0211029052734375
3103,Bill Clinton,3103,0.052825927734375
3104,Alec Guinness,3104,0.084716796875
3105,Martin Luther King,3105,0.059722900390625
3106,Donald Trump,3106,0.03399658203125
3107,Donald Trump,3107,0.029876708984375
3108,Nelson Mandela,3108,0.03485107421875
3109,Barack Obama,3109,0.039703369140625
3110,Barack Obama,3110,0.08197021484375
3111,Martin Luther King,3111,0.036865234375
3112,Bill Clinton,3112,0.10675048828125
3113,Barack Obama,3113,0.045257568359375
3114,Barack Obama,3114,0.040313720703125
3115,Donald Trump,3115,0.06390380859375
3116,Ayn Rand,3116,0.10125732421875
3117,Donald Trump,3117,0.06488037109375
3118,Ronald Reagan,3118,0.062347412109375
3119,Richard Nixon,3119,0.05767822265625
3120,Boris Johnson,3120,0.02569580078125
3121,Alec Guinness,3121,0.0244598388671875
3122,Donald Trump,3122,0.060394287109375
3123,Winston Churchill,3123,0.11529541015625
3124,Donald Trump,3124,0.049591064453125
3125,Bill Clinton,3125,0.1361083984375
3126,Ronald Reagan,3126,0.034423828125
3127,Alexandria Ocasio-Cortez,3127,0.0665283203125
3128,JFK,3128,0.040557861328125
3129,Nelson Mandela,3129,0.04998779296875
3130,Milton Friedman,3130,0.038482666015625
3131,Winston Churchill,3131,0.033294677734375
3132,Alec Guinness,3132,0.087890625
3133,Bill Clinton,3133,0.040802001953125
3134,Donald Trump,3134,0.037750244140625
3135,Bernie Sanders,3135,0.080322265625
3136,Nelson Mandela,3136,0.06182861328125
3137,Donald Trump,3137,0.07403564453125
3138,Mark Zuckerberg,3138,0.043609619140625
3139,Donald Trump,3139,0.051025390625
3140,Gilbert Gottfried,3140,0.08935546875
3141,Dwight Eisenhower,3141,0.02642822265625
3142,Alec Guinness,3142,0.0307769775390625
3143,Winston Churchill,3143,0.0157623291015625
3144,Bill Clinton,3144,0.038665771484375
3145,Ayn Rand,3145,0.031097412109375
3146,Alan Watts,3146,0.059112548828125
3147,Kanye West,3147,0.06878662109375
3148,Martin Luther King,3148,0.050628662109375
3149,George Carlin,3149,0.027740478515625
3150,Barack Obama,3150,0.064697265625
3151,Nelson Mandela,3151,0.052001953125
3152,Donald Trump,3152,0.03521728515625
3153,Barack Obama,3153,0.047637939453125
3154,Ayn Rand,3154,0.0538330078125
3155,Kanye West,3155,0.1812744140625
3156,Ayn Rand,3156,0.047210693359375
3157,Louis Farrakhan,3157,0.0194244384765625
3158,Arnold Schwarzenegger,3158,0.024566650390625
3159,Malcolm X,3159,0.09588623046875
3160,Ayn Rand,3160,0.09039306640625
3161,Bill Clinton,3161,0.0889892578125
3162,Ronald Reagan,3162,0.064697265625
3163,Christopher Hitchens,3163,0.06292724609375
3164,Donald Trump,3164,0.0391845703125
3165,Alec Guinness,3165,0.028594970703125
3166,Barack Obama,3166,0.3037109375
3167,Alec Guinness,3167,0.07269287109375
3168,Milton Friedman,3168,0.09039306640625
3169,Alec Guinness,3169,0.0760498046875
3170,Barack Obama,3170,0.2425537109375
3171,Dwight Eisenhower,3171,0.04632568359375
3172,Alan Watts,3172,0.054718017578125
3173,The Notorious B.I.G.,3173,0.1329345703125
3174,JFK,3174,0.0200653076171875
3175,Richard Nixon,3175,0.05731201171875
3176,Bernie Sanders,3176,0.07379150390625
3177,Alexandria Ocasio-Cortez,3177,0.04925537109375
3178,Donald Trump,3178,0.041107177734375
3179,Donald Trump,3179,0.03216552734375
3180,Dwight Eisenhower,3180,0.09075927734375
3181,Alexandria Ocasio-Cortez,3181,0.036956787109375
3182,Alec Guinness,3182,0.05023193359375
3183,Bill Clinton,3183,0.0357666015625
3184,Christopher Hitchens,3184,0.0194854736328125
3185,Barack Obama,3185,0.040618896484375
3186,Bernie Sanders,3186,0.06353759765625
3187,Christopher Hitchens,3187,0.0355224609375
3188,Mark Zuckerberg,3188,0.0966796875
3189,Donald Trump,3189,0.044219970703125
3190,Bernie Sanders,3190,0.034271240234375
3191,Orson Welles,3191,0.0650634765625
3192,Alec Guinness,3192,0.031890869140625
3193,Martin Luther King,3193,0.06903076171875
3194,Martin Luther King,3194,0.03936767578125
3195,Alec Guinness,3195,0.08221435546875
3196,Barack Obama,3196,0.0478515625
3197,Alec Guinness,3197,0.03521728515625
3198,Barack Obama,3198,0.0501708984375
3199,Alec Guinness,3199,0.05157470703125
3200,Ronald Reagan,3200,0.07568359375
3201,Louis C.K.,3201,0.1544189453125
3202,Ronald Reagan,3202,0.064208984375
3203,Alec Guinness,3203,0.06964111328125
3204,Ayn Rand,3204,0.026702880859375
3205,Ayn Rand,3205,0.016845703125
3206,Bernie Sanders,3206,0.03485107421875
3207,Donald Trump,3207,0.039337158203125
3208,Barack Obama,3208,0.218505859375
3209,Donald Trump,3209,0.179931640625
3210,Ayn Rand,3210,0.031341552734375
3211,Bill Clinton,3211,0.0494384765625
3212,Barack Obama,3212,0.057220458984375
3213,Donald Trump,3213,0.07061767578125
3214,Bill Clinton,3214,0.134521484375
3215,Alan Watts,3215,0.060699462890625
3216,Barack Obama,3216,0.047332763671875
3217,Martin Luther King,3217,0.085693359375
3218,2Pac,3218,0.147216796875
3219,Bernie Sanders,3219,0.07293701171875
3220,Alec Guinness,3220,0.0462646484375
3221,FDR,3221,0.031982421875
3222,Donald Trump,3222,0.036651611328125
3223,Christopher Hitchens,3223,0.04620361328125
3224,Alec Guinness,3224,0.0484619140625
3225,Donald Trump,3225,0.048614501953125
3226,Kanye West,3226,0.16162109375
3227,Alec Guinness,3227,0.04132080078125
3228,Jeff Goldblum,3228,0.0239410400390625
3229,Milton Friedman,3229,0.0163116455078125
3230,Harry Truman,3230,0.10455322265625
3231,Bill Burr,3231,0.034698486328125
3232,Barack Obama,3232,0.02740478515625
3233,Lyndon Johnson,3233,0.0176849365234375
3234,Richard Nixon,3234,0.0255584716796875
3235,Queen Elizabeth II,3235,0.0985107421875
3236,Louis Farrakhan,3236,0.03802490234375
3237,Winston Churchill,3237,0.049652099609375
3238,Bernie Sanders,3238,0.10919189453125
3239,Alec Guinness,3239,0.031646728515625
3240,Milton Friedman,3240,0.061004638671875
3241,Barack Obama,3241,0.0282745361328125
3242,Bernie Sanders,3242,0.04815673828125
3243,Alec Guinness,3243,0.04571533203125
3244,Alec Guinness,3244,0.033477783203125
3245,Barack Obama,3245,0.043609619140625
3246,Christopher Hitchens,3246,0.05828857421875
3247,Barack Obama,3247,0.03582763671875
3248,George W. Bush,3248,0.050689697265625
3249,Alec Guinness,3249,0.062042236328125
3250,Jerry Seinfeld,3250,0.0677490234375
3251,Christopher Hitchens,3251,0.054840087890625
3252,Alec Guinness,3252,0.05029296875
3253,Christopher Hitchens,3253,0.0292205810546875
3254,Arnold Schwarzenegger,3254,0.0726318359375
3255,Milton Friedman,3255,0.0195465087890625
3256,Barack Obama,3256,0.0733642578125
3257,Alec Guinness,3257,0.035614013671875
3258,Donald Trump,3258,0.042022705078125
3259,Gilbert Gottfried,3259,0.0181121826171875
3260,Christopher Hitchens,3260,0.0562744140625
3261,Malcolm X,3261,0.0276336669921875
3262,Bernie Sanders,3262,0.06414794921875
3263,Bernie Sanders,3263,0.044586181640625
3264,Christopher Hitchens,3264,0.04205322265625
3265,Ayn Rand,3265,0.0780029296875
3266,Ronald Reagan,3266,0.041778564453125
3267,Bernie Sanders,3267,0.0302276611328125
3268,Ayn Rand,3268,0.0193939208984375
3269,Barack Obama,3269,0.032501220703125
3270,Ronald Reagan,3270,0.045379638671875
3271,Louis Farrakhan,3271,0.064697265625
3272,FDR,3272,0.0245361328125
3273,Ayn Rand,3273,0.0948486328125
3274,Alec Guinness,3274,0.04315185546875
3275,Donald Trump,3275,0.14306640625
3276,George W. Bush,3276,0.0169219970703125
3277,Barack Obama,3277,0.045135498046875
3278,Ayn Rand,3278,0.0256805419921875
3279,Winston Churchill,3279,0.0655517578125
3280,Barack Obama,3280,0.0265960693359375
3281,Winston Churchill,3281,0.028656005859375
3282,Alexandria Ocasio-Cortez,3282,0.01971435546875
3283,Ayn Rand,3283,0.0274810791015625
3284,Barack Obama,3284,0.09344482421875
3285,The Notorious B.I.G.,3285,0.1304931640625
3286,Alec Guinness,3286,0.0662841796875
3287,Donald Trump,3287,0.0467529296875
3288,Milton Friedman,3288,0.0276641845703125
3289,Bill Clinton,3289,0.0789794921875
3290,Louis Farrakhan,3290,0.021697998046875
3291,Barack Obama,3291,0.043731689453125
3292,Mark Zuckerberg,3292,0.0177764892578125
3293,Donald Trump,3293,0.058074951171875
3294,Alec Guinness,3294,0.1307373046875
3295,Donald Trump,3295,0.036102294921875
3296,Richard Nixon,3296,0.08392333984375
3297,Donald Trump,3297,0.061614990234375
3298,Barack Obama,3298,0.0226287841796875
3299,Milton Friedman,3299,0.023895263671875
3300,Ayn Rand,3300,0.0182647705078125
3301,FDR,3301,0.05096435546875
3302,Bob Ross,3302,0.0697021484375
3303,Nelson Mandela,3303,0.04510498046875
3304,Winston Churchill,3304,0.034820556640625
3305,Donald Trump,3305,0.047393798828125
3306,Barack Obama,3306,0.051361083984375
3307,Winston Churchill,3307,0.08489990234375
3308,Donald Trump,3308,0.059112548828125
3309,Ayn Rand,3309,0.05712890625
3310,Mark Zuckerberg,3310,0.03363037109375
3311,Martin Luther King,3311,0.05364990234375
3312,Alan Watts,3312,0.07623291015625
3313,Tucker Carlson,3313,0.04693603515625
3314,Gilbert Gottfried,3314,0.09967041015625
3315,Donald Trump,3315,0.0350341796875
3316,Barack Obama,3316,0.0218963623046875
3317,Bernie Sanders,3317,0.074462890625
3318,Martin Luther King,3318,0.058746337890625
3319,Ayn Rand,3319,0.0265960693359375
3320,Alec Guinness,3320,0.059356689453125
3321,Gilbert Gottfried,3321,0.09027099609375
3322,Dwight Eisenhower,3322,0.0289459228515625
3323,Mark Zuckerberg,3323,0.0162353515625
3324,Mark Zuckerberg,3324,0.07611083984375
3325,Bernie Sanders,3325,0.0928955078125
3326,Ronald Reagan,3326,0.049072265625
3327,Barack Obama,3327,0.034637451171875
3328,Donald Trump,3328,0.0199432373046875
3329,Boris Johnson,3329,0.06781005859375
3330,Barack Obama,3330,0.0377197265625
3331,Malcolm X,3331,0.11346435546875
3332,Robert Kardashian,3332,0.0455322265625
3333,Ronald Reagan,3333,0.08441162109375
3334,Dwight Eisenhower,3334,0.0287322998046875
3335,Barack Obama,3335,0.0255889892578125
3336,JFK,3336,0.0654296875
3337,Ronald Reagan,3337,0.0880126953125
3338,Barack Obama,3338,0.0205078125
3339,Ronald Reagan,3339,0.037933349609375
3340,George Carlin,3340,0.035003662109375
3341,Donald Trump,3341,0.048431396484375
3342,Alec Guinness,3342,0.078125
3343,Barack Obama,3343,0.028839111328125
3344,Alec Guinness,3344,0.07489013671875
3345,Christopher Hitchens,3345,0.06060791015625
3346,Winston Churchill,3346,0.043212890625
3347,Donald Trump,3347,0.06890869140625
3348,Milton Friedman,3348,0.0631103515625
3349,Bill Burr,3349,0.087890625
3350,Donald Trump,3350,0.052734375
3351,Alec Guinness,3351,0.05218505859375
3352,Malcolm X,3352,0.0254669189453125
3353,Alec Guinness,3353,0.085693359375
3354,Louis Farrakhan,3354,0.0287017822265625
3355,Ronald Reagan,3355,0.036895751953125
3356,Bill Clinton,3356,0.059722900390625
3357,Bernie Sanders,3357,0.06756591796875
3358,Ronald Reagan,3358,0.057159423828125
3359,Alec Guinness,3359,0.05023193359375
3360,Ayn Rand,3360,0.0265045166015625
3361,Alexandria Ocasio-Cortez,3361,0.015350341796875
3362,Ronald Reagan,3362,0.045989990234375
3363,Bernie Sanders,3363,0.0458984375
3364,Alec Guinness,3364,0.034820556640625
3365,Alec Guinness,3365,0.070556640625
3366,Alec Guinness,3366,0.0679931640625
3367,Bill Clinton,3367,0.037506103515625
3368,Christopher Hitchens,3368,0.0300445556640625
3369,Martin Luther King,3369,0.050018310546875
3370,Ayn Rand,3370,0.0692138671875
3371,Ayn Rand,3371,0.0259857177734375
3372,Queen Elizabeth II,3372,0.056732177734375
3373,Ayn Rand,3373,0.0205535888671875
3374,Bill Clinton,3374,0.1475830078125
3375,Ronald Reagan,3375,0.28076171875
3376,George W. Bush,3376,0.02020263671875
3377,Alec Guinness,3377,0.10150146484375
3378,Donald Trump,3378,0.048126220703125
3379,Bernie Sanders,3379,0.0596923828125
3380,Bernie Sanders,3380,0.018218994140625
3381,Kamala Harris,3381,0.07373046875
3382,Alec Guinness,3382,0.059783935546875
3383,John Cleese,3383,0.0872802734375
3384,Ayn Rand,3384,0.09063720703125
3385,Winston Churchill,3385,0.03204345703125
3386,Bill Clinton,3386,0.11663818359375
3387,Donald Trump,3387,0.028045654296875
3388,Alec Guinness,3388,0.045989990234375
3389,Bernie Sanders,3389,0.09075927734375
3390,Donald Trump,3390,0.05181884765625
3391,Winston Churchill,3391,0.030517578125
3392,Donald Trump,3392,0.046112060546875
3393,Donald Trump,3393,0.0391845703125
3394,George Carlin,3394,0.025665283203125
3395,Christopher Hitchens,3395,0.07794189453125
3396,Bernie Sanders,3396,0.0235137939453125
3397,Ayn Rand,3397,0.040863037109375
3398,Bill Clinton,3398,0.045440673828125
3399,Mr. Rogers,3399,0.086669921875
3400,Alec Guinness,3400,0.042205810546875
3401,Bill Clinton,3401,0.03460693359375
3402,Ronald Reagan,3402,0.05340576171875
3403,Bill Clinton,3403,0.02978515625
3404,Bernie Sanders,3404,0.0960693359375
3405,Christopher Hitchens,3405,0.037078857421875
3406,Bill Clinton,3406,0.0186767578125
3407,Martin Luther King,3407,0.05224609375
3408,Gilbert Gottfried,3408,0.018035888671875
3409,Bill Clinton,3409,0.083984375
3410,JFK,3410,0.10614013671875
3411,Alan Watts,3411,0.129150390625
3412,Queen Elizabeth II,3412,0.0240020751953125
3413,Barack Obama,3413,0.072265625
3414,Donald Trump,3414,0.04156494140625
3415,Ayn Rand,3415,0.07379150390625
3416,George Carlin,3416,0.038970947265625
3417,Winston Churchill,3417,0.03179931640625
3418,Ayn Rand,3418,0.16357421875
3419,Bernie Sanders,3419,0.0716552734375
3420,Alec Guinness,3420,0.061553955078125
3421,Martin Luther King,3421,0.058502197265625
3422,Bernie Sanders,3422,0.054534912109375
3423,Alec Guinness,3423,0.052398681640625
3424,Alexandria Ocasio-Cortez,3424,0.0173797607421875
3425,Bill Burr,3425,0.028533935546875
3426,The Notorious B.I.G.,3426,0.0887451171875
3427,Bernie Sanders,3427,0.0294952392578125
3428,Alec Guinness,3428,0.07330322265625
3429,Barack Obama,3429,0.031768798828125
3430,Winston Churchill,3430,0.06866455078125
3431,FDR,3431,0.037322998046875
3432,Bill Clinton,3432,0.1021728515625
3433,Queen Elizabeth II,3433,0.099853515625
3434,Gilbert Gottfried,3434,0.059173583984375
3435,Boris Johnson,3435,0.059173583984375
3436,Donald Trump,3436,0.0262451171875
3437,Barack Obama,3437,0.0281829833984375
3438,JFK,3438,0.0266571044921875
3439,Bill Clinton,3439,0.138671875
3440,Alec Guinness,3440,0.031768798828125
3441,FDR,3441,0.046142578125
3442,The Notorious B.I.G.,3442,0.078857421875
3443,Queen Elizabeth II,3443,0.06549072265625
3444,Alec Guinness,3444,0.054046630859375
3445,Bill Clinton,3445,0.08441162109375
3446,Donald Trump,3446,0.0271759033203125
3447,Bernie Sanders,3447,0.036773681640625
3448,Winston Churchill,3448,0.0270233154296875
3449,Mark Zuckerberg,3449,0.055511474609375
3450,Christopher Hitchens,3450,0.0294036865234375
3451,Ayn Rand,3451,0.0450439453125
3452,Christopher Hitchens,3452,0.09881591796875
3453,Dwight Eisenhower,3453,0.04931640625
3454,Christopher Hitchens,3454,0.058929443359375
3455,Mark Zuckerberg,3455,0.06146240234375
3456,Mark Zuckerberg,3456,0.01494598388671875
3457,Alan Watts,3457,0.12213134765625
3458,Donald Trump,3458,0.03741455078125
3459,Ayn Rand,3459,0.048309326171875
3460,Bill Clinton,3460,0.02197265625
3461,Martin Luther King,3461,0.09454345703125
3462,Bill Clinton,3462,0.027557373046875
3463,Bill Clinton,3463,0.0187530517578125
3464,Winston Churchill,3464,0.03387451171875
3465,Donald Trump,3465,0.03961181640625
3466,Milton Friedman,3466,0.089599609375
3467,Martin Luther King,3467,0.039581298828125
3468,Alec Guinness,3468,0.0565185546875
3469,FDR,3469,0.026092529296875
3470,Barack Obama,3470,0.0601806640625
3471,Donald Trump,3471,0.065673828125
3472,Barack Obama,3472,0.0231781005859375
3473,Donald Trump,3473,0.0310516357421875
3474,Ronald Reagan,3474,0.0736083984375
3475,JFK,3475,0.07611083984375
3476,Harry Truman,3476,0.11212158203125
