,videoname,filepath,poi,context,model,label,in_ref,in_tst
579,id07901/00040_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id07901/00040_fake.mp4,id07901,wtWfVY_Xwvg,rtvc_B,1,0,1
580,id08139/00067,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id08139/00067.mp4,id08139,dTovLCVPRZI,real_A,0,0,1
581,id08139/00067_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id08139/00067_fake.mp4,id08139,dTovLCVPRZI,rtvc_B,1,0,1
582,id08397/00167,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id08397/00167.mp4,id08397,zvY3EjwSL1Q,real_A,0,0,1
583,id08397/00167_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id08397/00167_fake.mp4,id08397,zvY3EjwSL1Q,rtvc_B,1,0,1
584,id08402/00092,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id08402/00092.mp4,id08402,nedfiSXfmQ0,real_A,0,0,1
585,id08402/00092_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id08402/00092_fake.mp4,id08402,nedfiSXfmQ0,rtvc_B,1,0,1
586,id08819/00052,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id08819/00052.mp4,id08819,uDQ-DFVg5Sk,real_A,0,0,1
587,id08819/00052_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id08819/00052_fake.mp4,id08819,uDQ-DFVg5Sk,rtvc_B,1,0,1
588,id09116/00026,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09116/00026.mp4,id09116,EahYpHnFjzw,real_A,0,0,1
589,id09116/00026_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09116/00026_fake.mp4,id09116,EahYpHnFjzw,rtvc_B,1,0,1
590,id09125/00098,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09125/00098.mp4,id09125,mok8MN3S120,real_A,0,0,1
591,id09125/00098_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09125/00098_fake.mp4,id09125,mok8MN3S120,rtvc_B,1,0,1
592,id09171/00092,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09171/00092.mp4,id09171,B-JRLp6chC0,real_A,0,0,1
593,id09171/00092_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09171/00092_fake.mp4,id09171,B-JRLp6chC0,rtvc_B,1,0,1
594,id09174/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09174/00015.mp4,id09174,Qspzu6tyArc,real_A,0,0,1
595,id09174/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09174/00015_fake.mp4,id09174,Qspzu6tyArc,rtvc_B,1,0,1
596,id09175/00072,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09175/00072.mp4,id09175,YWe7UOnEyHU,real_A,0,0,1
597,id09175/00072_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09175/00072_fake.mp4,id09175,YWe7UOnEyHU,rtvc_B,1,0,1
598,id09181/00048,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Asian (East)/women/id09181/00048.mp4,id09181,ypUYBHscgD8,real_A,0,0,1
599,id09181/00048_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Asian (East)/women/id09181/00048_fake.mp4,id09181,ypUYBHscgD8,rtvc_B,1,0,1
600,id00055/00120,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00055/00120.mp4,id00055,XzCF6sJ8Axc,real_A,0,0,1
601,id00055/00120_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00055/00120_fake.mp4,id00055,XzCF6sJ8Axc,rtvc_B,1,0,1
602,id00063/00021,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00063/00021.mp4,id00063,cVZBXC2rjPM,real_A,0,0,1
603,id00063/00021_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00063/00021_fake.mp4,id00063,cVZBXC2rjPM,rtvc_B,1,0,1
604,id00171/00092,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00171/00092.mp4,id00171,PWU6n0qrv4c,real_A,0,0,1
605,id00171/00092_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00171/00092_fake.mp4,id00171,PWU6n0qrv4c,rtvc_B,1,0,1
606,id00183/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00183/00015.mp4,id00183,z2DhZllPWUQ,real_A,0,0,1
607,id00183/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00183/00015_fake.mp4,id00183,z2DhZllPWUQ,rtvc_B,1,0,1
608,id00185/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00185/00015.mp4,id00185,1lsGWpwnl1M,real_A,0,0,1
609,id00185/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00185/00015_fake.mp4,id00185,1lsGWpwnl1M,rtvc_B,1,0,1
610,id00186/00120,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00186/00120.mp4,id00186,KTjDxHTlzg0,real_A,0,0,1
611,id00186/00120_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00186/00120_fake.mp4,id00186,KTjDxHTlzg0,rtvc_B,1,0,1
612,id00187/00360,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00187/00360.mp4,id00187,dwaPMrJANMQ,real_A,0,0,1
613,id00187/00360_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00187/00360_fake.mp4,id00187,dwaPMrJANMQ,rtvc_B,1,0,1
614,id00192/00078,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00192/00078.mp4,id00192,By3wxX0dyDw,real_A,0,0,1
615,id00192/00078_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00192/00078_fake.mp4,id00192,By3wxX0dyDw,rtvc_B,1,0,1
616,id00225/00078,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00225/00078.mp4,id00225,MHSgwpfHAXw,real_A,0,0,1
617,id00225/00078_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00225/00078_fake.mp4,id00225,MHSgwpfHAXw,rtvc_B,1,0,1
618,id00241/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00241/00015.mp4,id00241,DlI4wqSFwbI,real_A,0,0,1
619,id00241/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00241/00015_fake.mp4,id00241,DlI4wqSFwbI,rtvc_B,1,0,1
620,id00253/00021,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00253/00021.mp4,id00253,cyTfcQDjvU0,real_A,0,0,1
621,id00253/00021_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00253/00021_fake.mp4,id00253,cyTfcQDjvU0,rtvc_B,1,0,1
622,id00265/00130,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00265/00130.mp4,id00265,dZq57FoxXR4,real_A,0,0,1
623,id00265/00130_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00265/00130_fake.mp4,id00265,dZq57FoxXR4,rtvc_B,1,0,1
624,id00266/00470,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00266/00470.mp4,id00266,utVnnggS30E,real_A,0,0,1
625,id00266/00470_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00266/00470_fake.mp4,id00266,utVnnggS30E,rtvc_B,1,0,1
626,id00282/00268,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00282/00268.mp4,id00282,iTsqWj6GEbo,real_A,0,0,1
627,id00282/00268_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00282/00268_fake.mp4,id00282,iTsqWj6GEbo,rtvc_B,1,0,1
628,id00292/00072,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00292/00072.mp4,id00292,qELK8N_DykA,real_A,0,0,1
629,id00292/00072_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00292/00072_fake.mp4,id00292,qELK8N_DykA,rtvc_B,1,0,1
630,id00305/00113,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00305/00113.mp4,id00305,LdcY3ILdQrE,real_A,0,0,1
631,id00305/00113_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00305/00113_fake.mp4,id00305,LdcY3ILdQrE,rtvc_B,1,0,1
632,id00306/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00306/00015.mp4,id00306,CDX55F3nWNc,real_A,0,0,1
633,id00306/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00306/00015_fake.mp4,id00306,CDX55F3nWNc,rtvc_B,1,0,1
634,id00358/00217,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00358/00217.mp4,id00358,vsVwGKy79kM,real_A,0,0,1
635,id00358/00217_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00358/00217_fake.mp4,id00358,vsVwGKy79kM,rtvc_B,1,0,1
636,id00368/00078,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00368/00078.mp4,id00368,KohcGDsg29U,real_A,0,0,1
637,id00368/00078_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00368/00078_fake.mp4,id00368,KohcGDsg29U,rtvc_B,1,0,1
638,id00415/00017,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00415/00017.mp4,id00415,saYfEadFy_s,real_A,0,0,1
639,id00415/00017_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00415/00017_fake.mp4,id00415,saYfEadFy_s,rtvc_B,1,0,1
640,id00498/00014,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00498/00014.mp4,id00498,N_BjyJsx80g,real_A,0,0,1
641,id00498/00014_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00498/00014_fake.mp4,id00498,N_BjyJsx80g,rtvc_B,1,0,1
642,id00519/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00519/00028.mp4,id00519,riI0J9g9OG4,real_A,0,0,1
643,id00519/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00519/00028_fake.mp4,id00519,riI0J9g9OG4,rtvc_B,1,0,1
644,id00520/00187,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00520/00187.mp4,id00520,dOAxKi1t6GI,real_A,0,0,1
645,id00520/00187_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00520/00187_fake.mp4,id00520,dOAxKi1t6GI,rtvc_B,1,0,1
646,id00535/00005,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00535/00005.mp4,id00535,BhvTIJ-YG5s,real_A,0,0,1
647,id00535/00005_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00535/00005_fake.mp4,id00535,BhvTIJ-YG5s,rtvc_B,1,0,1
648,id00548/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00548/00015.mp4,id00548,DXbYU3qhN7U,real_A,0,0,1
649,id00548/00015_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00548/00015_fake.mp4,id00548,DXbYU3qhN7U,rtvc_B,1,0,1
650,id00554/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00554/00028.mp4,id00554,crjq1dFN1Ko,real_A,0,0,1
651,id00554/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00554/00028_fake.mp4,id00554,crjq1dFN1Ko,rtvc_B,1,0,1
652,id00559/00078,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00559/00078.mp4,id00559,Y7ovoKuvL78,real_A,0,0,1
653,id00559/00078_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00559/00078_fake.mp4,id00559,Y7ovoKuvL78,rtvc_B,1,0,1
654,id00594/00005,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00594/00005.mp4,id00594,2WHHoksbeVw,real_A,0,0,1
655,id00594/00005_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00594/00005_fake.mp4,id00594,2WHHoksbeVw,rtvc_B,1,0,1
656,id00694/00340,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00694/00340.mp4,id00694,fIQsOJG81w4,real_A,0,0,1
657,id00694/00340_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00694/00340_fake.mp4,id00694,fIQsOJG81w4,rtvc_B,1,0,1
658,id00709/00206,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00709/00206.mp4,id00709,Rh23ELMGsIQ,real_A,0,0,1
659,id00709/00206_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00709/00206_fake.mp4,id00709,Rh23ELMGsIQ,rtvc_B,1,0,1
660,id00909/00037,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00909/00037.mp4,id00909,nEQbKqo1XCs,real_A,0,0,1
661,id00909/00037_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00909/00037_fake.mp4,id00909,nEQbKqo1XCs,rtvc_B,1,0,1
662,id00919/00063,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,id00919,XDUn0Pskyrk,real_A,0,0,1
663,id00919/00063_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00919/00063_fake.mp4,id00919,XDUn0Pskyrk,rtvc_B,1,0,1
664,id00946/00126,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00946/00126.mp4,id00946,QAiHZhQZksQ,real_A,0,0,1
665,id00946/00126_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00946/00126_fake.mp4,id00946,QAiHZhQZksQ,rtvc_B,1,0,1
666,id00963/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00963/00028.mp4,id00963,1s6PjtI643E,real_A,0,0,1
667,id00963/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00963/00028_fake.mp4,id00963,1s6PjtI643E,rtvc_B,1,0,1
668,id00981/00092,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00981/00092.mp4,id00981,OmNALjENDkI,real_A,0,0,1
669,id00981/00092_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00981/00092_fake.mp4,id00981,OmNALjENDkI,rtvc_B,1,0,1
670,id00990/00160,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00990/00160.mp4,id00990,G-qzOIgxEoE,real_A,0,0,1
671,id00990/00160_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00990/00160_fake.mp4,id00990,G-qzOIgxEoE,rtvc_B,1,0,1
672,id00999/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id00999/00028.mp4,id00999,SjnM4XFBz0M,real_A,0,0,1
673,id00999/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id00999/00028_fake.mp4,id00999,SjnM4XFBz0M,rtvc_B,1,0,1
674,id01051/00322,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01051/00322.mp4,id01051,jPxk6s6FM6Y,real_A,0,0,1
675,id01051/00322_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01051/00322_fake.mp4,id01051,jPxk6s6FM6Y,rtvc_B,1,0,1
676,id01052/00076,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01052/00076.mp4,id01052,Kf4nlIEHfaU,real_A,0,0,1
677,id01052/00076_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01052/00076_fake.mp4,id01052,Kf4nlIEHfaU,rtvc_B,1,0,1
678,id01058/00005,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01058/00005.mp4,id01058,2DKbOjf3Wyo,real_A,0,0,1
679,id01058/00005_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01058/00005_fake.mp4,id01058,2DKbOjf3Wyo,rtvc_B,1,0,1
680,id01098/00044,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01098/00044.mp4,id01098,BwmSumx6P1U,real_A,0,0,1
681,id01098/00044_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01098/00044_fake.mp4,id01098,BwmSumx6P1U,rtvc_B,1,0,1
682,id01099/00206,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01099/00206.mp4,id01099,ZpgbIKxzkrg,real_A,0,0,1
683,id01099/00206_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01099/00206_fake.mp4,id01099,ZpgbIKxzkrg,rtvc_B,1,0,1
684,id01102/00197,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01102/00197.mp4,id01102,aGFUkdgmo3A,real_A,0,0,1
685,id01102/00197_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01102/00197_fake.mp4,id01102,aGFUkdgmo3A,rtvc_B,1,0,1
686,id01123/00072,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01123/00072.mp4,id01123,Xid_-DpIHX4,real_A,0,0,1
687,id01123/00072_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01123/00072_fake.mp4,id01123,Xid_-DpIHX4,rtvc_B,1,0,1
688,id01126/00040,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01126/00040.mp4,id01126,zorX3gXf_vg,real_A,0,0,1
689,id01126/00040_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01126/00040_fake.mp4,id01126,zorX3gXf_vg,rtvc_B,1,0,1
690,id01154/00118,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01154/00118.mp4,id01154,tvmOcaG4A4w,real_A,0,0,1
691,id01154/00118_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01154/00118_fake.mp4,id01154,tvmOcaG4A4w,rtvc_B,1,0,1
692,id01156/00078,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01156/00078.mp4,id01156,RT99eogJo4k,real_A,0,0,1
693,id01156/00078_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01156/00078_fake.mp4,id01156,RT99eogJo4k,rtvc_B,1,0,1
694,id01157/00048,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id01157/00048.mp4,id01157,yDgqfOWVKko,real_A,0,0,1
695,id01157/00048_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id01157/00048_fake.mp4,id01157,yDgqfOWVKko,rtvc_B,1,0,1
696,id02567/00040,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id02567/00040.mp4,id02567,4Ao5jgpSXdw,real_A,0,0,1
697,id02567/00040_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id02567/00040_fake.mp4,id02567,4Ao5jgpSXdw,rtvc_B,1,0,1
698,id03205/00150,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/men/id03205/00150.mp4,id03205,gXytNIcANKw,real_A,0,0,1
699,id03205/00150_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/men/id03205/00150_fake.mp4,id03205,gXytNIcANKw,rtvc_B,1,0,1
700,id00042/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00042/00028.mp4,id00042,4yuJSkaZwn0,real_A,0,0,1
701,id00042/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00042/00028_fake.mp4,id00042,4yuJSkaZwn0,rtvc_B,1,0,1
702,id00068/00004,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00068/00004.mp4,id00068,A7uFnQw--bY,real_A,0,0,1
703,id00068/00004_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00068/00004_fake.mp4,id00068,A7uFnQw--bY,rtvc_B,1,0,1
704,id00071/00014,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00071/00014.mp4,id00071,JU1cVINUTZA,real_A,0,0,1
705,id00071/00014_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00071/00014_fake.mp4,id00071,JU1cVINUTZA,rtvc_B,1,0,1
706,id00188/00020,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00188/00020.mp4,id00188,e-vm5FB3idA,real_A,0,0,1
707,id00188/00020_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00188/00020_fake.mp4,id00188,e-vm5FB3idA,rtvc_B,1,0,1
708,id00232/00025,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00232/00025.mp4,id00232,kL0cCveU1zg,real_A,0,0,1
709,id00232/00025_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00232/00025_fake.mp4,id00232,kL0cCveU1zg,rtvc_B,1,0,1
710,id00234/00063,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00234/00063.mp4,id00234,M3g5KRLJB60,real_A,0,0,1
711,id00234/00063_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00234/00063_fake.mp4,id00234,M3g5KRLJB60,rtvc_B,1,0,1
712,id00262/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00262/00028.mp4,id00262,3p7sRWAAh1Q,real_A,0,0,1
713,id00262/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00262/00028_fake.mp4,id00262,3p7sRWAAh1Q,rtvc_B,1,0,1
714,id00270/00088,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00270/00088.mp4,id00270,hoEQ70-sDME,real_A,0,0,1
715,id00270/00088_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00270/00088_fake.mp4,id00270,hoEQ70-sDME,rtvc_B,1,0,1
716,id00271/00028,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00271/00028.mp4,id00271,je6JSLqEEcw,real_A,0,0,1
717,id00271/00028_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00271/00028_fake.mp4,id00271,je6JSLqEEcw,rtvc_B,1,0,1
718,id00287/00005,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00287/00005.mp4,id00287,2NpfYjyMsPM,real_A,0,0,1
719,id00287/00005_fake,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-FakeAudio/Caucasian (European)/women/id00287/00005_fake.mp4,id00287,2NpfYjyMsPM,rtvc_B,1,0,1
720,id00325/00015,FakeAVCeleb/FakeAVCeleb_v1.2//RealVideo-RealAudio/Caucasian (European)/women/id00325/00015.mp4,id00325,4vJtbNe0L98,real_A,0,0,1
