,Unnamed: 0,videoname,filepath,poi,context,model,label,in_tst,in_ref
8852,8852,8852,InTheWild/release_in_the_wild/8852.wav,Barack Obama,8852,bona-fide,0,1,1
8853,8853,8853,InTheWild/release_in_the_wild/8853.wav,Alec Guinness,8853,spoof,1,1,0
8854,8854,8854,InTheWild/release_in_the_wild/8854.wav,Bernie Sanders,8854,bona-fide,0,1,1
8855,8855,8855,InTheWild/release_in_the_wild/8855.wav,JFK,8855,bona-fide,0,1,1
8856,8856,8856,InTheWild/release_in_the_wild/8856.wav,Alec Guinness,8856,spoof,1,1,0
8857,8857,8857,InTheWild/release_in_the_wild/8857.wav,The Notorious B.I.G.,8857,spoof,1,1,0
8858,8858,8858,InTheWild/release_in_the_wild/8858.wav,Ayn Rand,8858,bona-fide,0,1,1
8859,8859,8859,InTheWild/release_in_the_wild/8859.wav,Mr. Rogers,8859,spoof,1,1,0
8860,8860,8860,InTheWild/release_in_the_wild/8860.wav,Barack Obama,8860,bona-fide,0,1,1
8861,8861,8861,InTheWild/release_in_the_wild/8861.wav,JFK,8861,bona-fide,0,1,1
8862,8862,8862,InTheWild/release_in_the_wild/8862.wav,Donald Trump,8862,bona-fide,0,1,1
8863,8863,8863,InTheWild/release_in_the_wild/8863.wav,Donald Trump,8863,bona-fide,0,1,1
8864,8864,8864,InTheWild/release_in_the_wild/8864.wav,Donald Trump,8864,bona-fide,0,1,1
8865,8865,8865,InTheWild/release_in_the_wild/8865.wav,Christopher Hitchens,8865,bona-fide,0,1,1
8866,8866,8866,InTheWild/release_in_the_wild/8866.wav,George W. Bush,8866,bona-fide,0,1,1
8867,8867,8867,InTheWild/release_in_the_wild/8867.wav,Barack Obama,8867,bona-fide,0,1,1
8868,8868,8868,InTheWild/release_in_the_wild/8868.wav,Queen Elizabeth II,8868,spoof,1,1,0
8869,8869,8869,InTheWild/release_in_the_wild/8869.wav,Barack Obama,8869,bona-fide,0,1,1
8870,8870,8870,InTheWild/release_in_the_wild/8870.wav,Alec Guinness,8870,spoof,1,1,0
8871,8871,8871,InTheWild/release_in_the_wild/8871.wav,Christopher Hitchens,8871,bona-fide,0,1,1
8872,8872,8872,InTheWild/release_in_the_wild/8872.wav,Ayn Rand,8872,bona-fide,0,1,1
8873,8873,8873,InTheWild/release_in_the_wild/8873.wav,Bill Clinton,8873,bona-fide,0,1,1
8874,8874,8874,InTheWild/release_in_the_wild/8874.wav,Mark Zuckerberg,8874,spoof,1,1,0
8875,8875,8875,InTheWild/release_in_the_wild/8875.wav,Ronald Reagan,8875,spoof,1,1,0
8876,8876,8876,InTheWild/release_in_the_wild/8876.wav,Ronald Reagan,8876,spoof,1,1,0
8877,8877,8877,InTheWild/release_in_the_wild/8877.wav,Winston Churchill,8877,spoof,1,1,0
8878,8878,8878,InTheWild/release_in_the_wild/8878.wav,Christopher Hitchens,8878,bona-fide,0,1,1
8879,8879,8879,InTheWild/release_in_the_wild/8879.wav,FDR,8879,bona-fide,0,1,1
8880,8880,8880,InTheWild/release_in_the_wild/8880.wav,Mark Zuckerberg,8880,bona-fide,0,1,1
8881,8881,8881,InTheWild/release_in_the_wild/8881.wav,Alec Guinness,8881,bona-fide,0,1,1
8882,8882,8882,InTheWild/release_in_the_wild/8882.wav,Richard Nixon,8882,bona-fide,0,1,1
8883,8883,8883,InTheWild/release_in_the_wild/8883.wav,Barack Obama,8883,bona-fide,0,1,1
8884,8884,8884,InTheWild/release_in_the_wild/8884.wav,Barack Obama,8884,bona-fide,0,1,1
8885,8885,8885,InTheWild/release_in_the_wild/8885.wav,Ayn Rand,8885,bona-fide,0,1,1
8886,8886,8886,InTheWild/release_in_the_wild/8886.wav,Bill Clinton,8886,spoof,1,1,0
8887,8887,8887,InTheWild/release_in_the_wild/8887.wav,Bernie Sanders,8887,bona-fide,0,1,1
8888,8888,8888,InTheWild/release_in_the_wild/8888.wav,Christopher Hitchens,8888,bona-fide,0,1,1
8889,8889,8889,InTheWild/release_in_the_wild/8889.wav,Christopher Hitchens,8889,bona-fide,0,1,1
8890,8890,8890,InTheWild/release_in_the_wild/8890.wav,Queen Elizabeth II,8890,spoof,1,1,0
8891,8891,8891,InTheWild/release_in_the_wild/8891.wav,Gilbert Gottfried,8891,bona-fide,0,1,1
8892,8892,8892,InTheWild/release_in_the_wild/8892.wav,Alec Guinness,8892,spoof,1,1,0
8893,8893,8893,InTheWild/release_in_the_wild/8893.wav,Christopher Hitchens,8893,bona-fide,0,1,1
8894,8894,8894,InTheWild/release_in_the_wild/8894.wav,Bernie Sanders,8894,spoof,1,1,0
8895,8895,8895,InTheWild/release_in_the_wild/8895.wav,Donald Trump,8895,bona-fide,0,1,1
8896,8896,8896,InTheWild/release_in_the_wild/8896.wav,Orson Welles,8896,spoof,1,1,0
8897,8897,8897,InTheWild/release_in_the_wild/8897.wav,Alan Watts,8897,bona-fide,0,1,1
8898,8898,8898,InTheWild/release_in_the_wild/8898.wav,JFK,8898,bona-fide,0,1,1
8899,8899,8899,InTheWild/release_in_the_wild/8899.wav,Alec Guinness,8899,bona-fide,0,1,1
8900,8900,8900,InTheWild/release_in_the_wild/8900.wav,Dwight Eisenhower,8900,bona-fide,0,1,1
8901,8901,8901,InTheWild/release_in_the_wild/8901.wav,Milton Friedman,8901,spoof,1,1,0
8902,8902,8902,InTheWild/release_in_the_wild/8902.wav,Louis Farrakhan,8902,spoof,1,1,0
8903,8903,8903,InTheWild/release_in_the_wild/8903.wav,Bill Clinton,8903,spoof,1,1,0
8904,8904,8904,InTheWild/release_in_the_wild/8904.wav,Ayn Rand,8904,bona-fide,0,1,1
8905,8905,8905,InTheWild/release_in_the_wild/8905.wav,Alec Guinness,8905,bona-fide,0,1,1
8906,8906,8906,InTheWild/release_in_the_wild/8906.wav,Christopher Hitchens,8906,spoof,1,1,0
8907,8907,8907,InTheWild/release_in_the_wild/8907.wav,Donald Trump,8907,bona-fide,0,1,1
8908,8908,8908,InTheWild/release_in_the_wild/8908.wav,Alec Guinness,8908,bona-fide,0,1,1
8909,8909,8909,InTheWild/release_in_the_wild/8909.wav,George Carlin,8909,bona-fide,0,1,1
8910,8910,8910,InTheWild/release_in_the_wild/8910.wav,Bernie Sanders,8910,bona-fide,0,1,1
8911,8911,8911,InTheWild/release_in_the_wild/8911.wav,Ronald Reagan,8911,spoof,1,1,0
8912,8912,8912,InTheWild/release_in_the_wild/8912.wav,Alec Guinness,8912,spoof,1,1,0
8913,8913,8913,InTheWild/release_in_the_wild/8913.wav,Bernie Sanders,8913,bona-fide,0,1,1
8914,8914,8914,InTheWild/release_in_the_wild/8914.wav,Ayn Rand,8914,bona-fide,0,1,1
8915,8915,8915,InTheWild/release_in_the_wild/8915.wav,Winston Churchill,8915,spoof,1,1,0
8916,8916,8916,InTheWild/release_in_the_wild/8916.wav,Ronald Reagan,8916,bona-fide,0,1,1
8917,8917,8917,InTheWild/release_in_the_wild/8917.wav,Bernie Sanders,8917,spoof,1,1,0
8918,8918,8918,InTheWild/release_in_the_wild/8918.wav,Queen Elizabeth II,8918,spoof,1,1,0
8919,8919,8919,InTheWild/release_in_the_wild/8919.wav,The Notorious B.I.G.,8919,spoof,1,1,0
8920,8920,8920,InTheWild/release_in_the_wild/8920.wav,Barack Obama,8920,bona-fide,0,1,1
8921,8921,8921,InTheWild/release_in_the_wild/8921.wav,Richard Nixon,8921,bona-fide,0,1,1
8922,8922,8922,InTheWild/release_in_the_wild/8922.wav,Barack Obama,8922,bona-fide,0,1,1
8923,8923,8923,InTheWild/release_in_the_wild/8923.wav,Barack Obama,8923,bona-fide,0,1,1
8924,8924,8924,InTheWild/release_in_the_wild/8924.wav,JFK,8924,spoof,1,1,0
8925,8925,8925,InTheWild/release_in_the_wild/8925.wav,Alec Guinness,8925,spoof,1,1,0
8926,8926,8926,InTheWild/release_in_the_wild/8926.wav,Ayn Rand,8926,bona-fide,0,1,1
8927,8927,8927,InTheWild/release_in_the_wild/8927.wav,Bill Clinton,8927,bona-fide,0,1,1
8928,8928,8928,InTheWild/release_in_the_wild/8928.wav,Ayn Rand,8928,spoof,1,1,0
8929,8929,8929,InTheWild/release_in_the_wild/8929.wav,Barack Obama,8929,bona-fide,0,1,1
8930,8930,8930,InTheWild/release_in_the_wild/8930.wav,Christopher Hitchens,8930,bona-fide,0,1,1
8931,8931,8931,InTheWild/release_in_the_wild/8931.wav,Christopher Hitchens,8931,bona-fide,0,1,1
8932,8932,8932,InTheWild/release_in_the_wild/8932.wav,John Cleese,8932,bona-fide,0,1,1
8933,8933,8933,InTheWild/release_in_the_wild/8933.wav,Ayn Rand,8933,bona-fide,0,1,1
8934,8934,8934,InTheWild/release_in_the_wild/8934.wav,Bill Burr,8934,bona-fide,0,1,1
8935,8935,8935,InTheWild/release_in_the_wild/8935.wav,Alec Guinness,8935,spoof,1,1,0
8936,8936,8936,InTheWild/release_in_the_wild/8936.wav,Mark Zuckerberg,8936,bona-fide,0,1,1
8937,8937,8937,InTheWild/release_in_the_wild/8937.wav,Alec Guinness,8937,spoof,1,1,0
8938,8938,8938,InTheWild/release_in_the_wild/8938.wav,Christopher Hitchens,8938,bona-fide,0,1,1
8939,8939,8939,InTheWild/release_in_the_wild/8939.wav,Ayn Rand,8939,spoof,1,1,0
8940,8940,8940,InTheWild/release_in_the_wild/8940.wav,Ayn Rand,8940,bona-fide,0,1,1
8941,8941,8941,InTheWild/release_in_the_wild/8941.wav,Ayn Rand,8941,spoof,1,1,0
8942,8942,8942,InTheWild/release_in_the_wild/8942.wav,Alexandria Ocasio-Cortez,8942,bona-fide,0,1,1
8943,8943,8943,InTheWild/release_in_the_wild/8943.wav,Bernie Sanders,8943,spoof,1,1,0
8944,8944,8944,InTheWild/release_in_the_wild/8944.wav,Alexandria Ocasio-Cortez,8944,bona-fide,0,1,1
8945,8945,8945,InTheWild/release_in_the_wild/8945.wav,Ayn Rand,8945,bona-fide,0,1,1
8946,8946,8946,InTheWild/release_in_the_wild/8946.wav,Ronald Reagan,8946,bona-fide,0,1,1
8947,8947,8947,InTheWild/release_in_the_wild/8947.wav,Queen Elizabeth II,8947,spoof,1,1,0
8948,8948,8948,InTheWild/release_in_the_wild/8948.wav,Barack Obama,8948,bona-fide,0,1,1
8949,8949,8949,InTheWild/release_in_the_wild/8949.wav,Alec Guinness,8949,spoof,1,1,0
8950,8950,8950,InTheWild/release_in_the_wild/8950.wav,Donald Trump,8950,bona-fide,0,1,1
8951,8951,8951,InTheWild/release_in_the_wild/8951.wav,Donald Trump,8951,bona-fide,0,1,1
8952,8952,8952,InTheWild/release_in_the_wild/8952.wav,Barack Obama,8952,bona-fide,0,1,1
8953,8953,8953,InTheWild/release_in_the_wild/8953.wav,Donald Trump,8953,bona-fide,0,1,1
8954,8954,8954,InTheWild/release_in_the_wild/8954.wav,Ayn Rand,8954,bona-fide,0,1,1
8955,8955,8955,InTheWild/release_in_the_wild/8955.wav,Ayn Rand,8955,bona-fide,0,1,1
8956,8956,8956,InTheWild/release_in_the_wild/8956.wav,Donald Trump,8956,bona-fide,0,1,1
8957,8957,8957,InTheWild/release_in_the_wild/8957.wav,JFK,8957,bona-fide,0,1,1
8958,8958,8958,InTheWild/release_in_the_wild/8958.wav,Queen Elizabeth II,8958,bona-fide,0,1,1
8959,8959,8959,InTheWild/release_in_the_wild/8959.wav,Christopher Hitchens,8959,bona-fide,0,1,1
8960,8960,8960,InTheWild/release_in_the_wild/8960.wav,Bernie Sanders,8960,spoof,1,1,0
8961,8961,8961,InTheWild/release_in_the_wild/8961.wav,Barack Obama,8961,bona-fide,0,1,1
8962,8962,8962,InTheWild/release_in_the_wild/8962.wav,Winston Churchill,8962,spoof,1,1,0
8963,8963,8963,InTheWild/release_in_the_wild/8963.wav,Bill Burr,8963,bona-fide,0,1,1
8964,8964,8964,InTheWild/release_in_the_wild/8964.wav,Barack Obama,8964,bona-fide,0,1,1
8965,8965,8965,InTheWild/release_in_the_wild/8965.wav,FDR,8965,bona-fide,0,1,1
8966,8966,8966,InTheWild/release_in_the_wild/8966.wav,Alec Guinness,8966,spoof,1,1,0
8967,8967,8967,InTheWild/release_in_the_wild/8967.wav,The Notorious B.I.G.,8967,spoof,1,1,0
8968,8968,8968,InTheWild/release_in_the_wild/8968.wav,Bernie Sanders,8968,bona-fide,0,1,1
8969,8969,8969,InTheWild/release_in_the_wild/8969.wav,FDR,8969,spoof,1,1,0
8970,8970,8970,InTheWild/release_in_the_wild/8970.wav,Lyndon Johnson,8970,spoof,1,1,0
8971,8971,8971,InTheWild/release_in_the_wild/8971.wav,FDR,8971,bona-fide,0,1,1
8972,8972,8972,InTheWild/release_in_the_wild/8972.wav,Ronald Reagan,8972,bona-fide,0,1,1
8973,8973,8973,InTheWild/release_in_the_wild/8973.wav,Ayn Rand,8973,bona-fide,0,1,1
8974,8974,8974,InTheWild/release_in_the_wild/8974.wav,Martin Luther King,8974,spoof,1,1,0
8975,8975,8975,InTheWild/release_in_the_wild/8975.wav,The Notorious B.I.G.,8975,spoof,1,1,0
8976,8976,8976,InTheWild/release_in_the_wild/8976.wav,Donald Trump,8976,bona-fide,0,1,1
8977,8977,8977,InTheWild/release_in_the_wild/8977.wav,Louis Farrakhan,8977,bona-fide,0,1,1
8978,8978,8978,InTheWild/release_in_the_wild/8978.wav,Bernie Sanders,8978,bona-fide,0,1,1
8979,8979,8979,InTheWild/release_in_the_wild/8979.wav,Ronald Reagan,8979,bona-fide,0,1,1
8980,8980,8980,InTheWild/release_in_the_wild/8980.wav,Bernie Sanders,8980,bona-fide,0,1,1
8981,8981,8981,InTheWild/release_in_the_wild/8981.wav,Bernie Sanders,8981,bona-fide,0,1,1
8982,8982,8982,InTheWild/release_in_the_wild/8982.wav,Alec Guinness,8982,bona-fide,0,1,1
8983,8983,8983,InTheWild/release_in_the_wild/8983.wav,Ayn Rand,8983,bona-fide,0,1,1
8984,8984,8984,InTheWild/release_in_the_wild/8984.wav,Donald Trump,8984,bona-fide,0,1,1
8985,8985,8985,InTheWild/release_in_the_wild/8985.wav,Winston Churchill,8985,bona-fide,0,1,1
8986,8986,8986,InTheWild/release_in_the_wild/8986.wav,Martin Luther King,8986,spoof,1,1,0
8987,8987,8987,InTheWild/release_in_the_wild/8987.wav,Bernie Sanders,8987,bona-fide,0,1,1
8988,8988,8988,InTheWild/release_in_the_wild/8988.wav,Donald Trump,8988,bona-fide,0,1,1
8989,8989,8989,InTheWild/release_in_the_wild/8989.wav,Dwight Eisenhower,8989,spoof,1,1,0
8990,8990,8990,InTheWild/release_in_the_wild/8990.wav,Barack Obama,8990,bona-fide,0,1,1
8991,8991,8991,InTheWild/release_in_the_wild/8991.wav,Christopher Hitchens,8991,spoof,1,1,0
8992,8992,8992,InTheWild/release_in_the_wild/8992.wav,Jeff Goldblum,8992,bona-fide,0,1,1
8993,8993,8993,InTheWild/release_in_the_wild/8993.wav,Milton Friedman,8993,spoof,1,1,0
8994,8994,8994,InTheWild/release_in_the_wild/8994.wav,Barack Obama,8994,bona-fide,0,1,1
8995,8995,8995,InTheWild/release_in_the_wild/8995.wav,Milton Friedman,8995,bona-fide,0,1,1
8996,8996,8996,InTheWild/release_in_the_wild/8996.wav,Ronald Reagan,8996,spoof,1,1,0
8997,8997,8997,InTheWild/release_in_the_wild/8997.wav,Alec Guinness,8997,bona-fide,0,1,1
8998,8998,8998,InTheWild/release_in_the_wild/8998.wav,Mark Zuckerberg,8998,bona-fide,0,1,1
8999,8999,8999,InTheWild/release_in_the_wild/8999.wav,Alan Watts,8999,bona-fide,0,1,1
9000,9000,9000,InTheWild/release_in_the_wild/9000.wav,Alec Guinness,9000,spoof,1,1,0
9001,9001,9001,InTheWild/release_in_the_wild/9001.wav,Alec Guinness,9001,bona-fide,0,1,1
9002,9002,9002,InTheWild/release_in_the_wild/9002.wav,Robert Kardashian,9002,bona-fide,0,1,1
9003,9003,9003,InTheWild/release_in_the_wild/9003.wav,Orson Welles,9003,spoof,1,1,0
9004,9004,9004,InTheWild/release_in_the_wild/9004.wav,Alec Guinness,9004,spoof,1,1,0
9005,9005,9005,InTheWild/release_in_the_wild/9005.wav,Bill Clinton,9005,bona-fide,0,1,1
9006,9006,9006,InTheWild/release_in_the_wild/9006.wav,Barack Obama,9006,bona-fide,0,1,1
9007,9007,9007,InTheWild/release_in_the_wild/9007.wav,Bill Clinton,9007,spoof,1,1,0
9008,9008,9008,InTheWild/release_in_the_wild/9008.wav,Bill Burr,9008,bona-fide,0,1,1
9009,9009,9009,InTheWild/release_in_the_wild/9009.wav,Martin Luther King,9009,bona-fide,0,1,1
9010,9010,9010,InTheWild/release_in_the_wild/9010.wav,Dwight Eisenhower,9010,bona-fide,0,1,1
9011,9011,9011,InTheWild/release_in_the_wild/9011.wav,Martin Luther King,9011,spoof,1,1,0
9012,9012,9012,InTheWild/release_in_the_wild/9012.wav,Alec Guinness,9012,spoof,1,1,0
9013,9013,9013,InTheWild/release_in_the_wild/9013.wav,Bernie Sanders,9013,spoof,1,1,0
9014,9014,9014,InTheWild/release_in_the_wild/9014.wav,Ayn Rand,9014,bona-fide,0,1,1
9015,9015,9015,InTheWild/release_in_the_wild/9015.wav,Arnold Schwarzenegger,9015,bona-fide,0,1,1
9016,9016,9016,InTheWild/release_in_the_wild/9016.wav,Louis C.K.,9016,spoof,1,1,0
9017,9017,9017,InTheWild/release_in_the_wild/9017.wav,Alec Guinness,9017,spoof,1,1,0
9018,9018,9018,InTheWild/release_in_the_wild/9018.wav,Nelson Mandela,9018,spoof,1,1,0
9019,9019,9019,InTheWild/release_in_the_wild/9019.wav,Christopher Hitchens,9019,bona-fide,0,1,1
9020,9020,9020,InTheWild/release_in_the_wild/9020.wav,Ayn Rand,9020,spoof,1,1,0
9021,9021,9021,InTheWild/release_in_the_wild/9021.wav,Donald Trump,9021,bona-fide,0,1,1
9022,9022,9022,InTheWild/release_in_the_wild/9022.wav,Barack Obama,9022,bona-fide,0,1,1
9023,9023,9023,InTheWild/release_in_the_wild/9023.wav,Bill Clinton,9023,bona-fide,0,1,1
9024,9024,9024,InTheWild/release_in_the_wild/9024.wav,Alan Watts,9024,spoof,1,1,0
9025,9025,9025,InTheWild/release_in_the_wild/9025.wav,Bill Clinton,9025,spoof,1,1,0
9026,9026,9026,InTheWild/release_in_the_wild/9026.wav,Ayn Rand,9026,bona-fide,0,1,1
9027,9027,9027,InTheWild/release_in_the_wild/9027.wav,Queen Elizabeth II,9027,bona-fide,0,1,1
9028,9028,9028,InTheWild/release_in_the_wild/9028.wav,Donald Trump,9028,bona-fide,0,1,1
9029,9029,9029,InTheWild/release_in_the_wild/9029.wav,Donald Trump,9029,bona-fide,0,1,1
9030,9030,9030,InTheWild/release_in_the_wild/9030.wav,Barack Obama,9030,bona-fide,0,1,1
9031,9031,9031,InTheWild/release_in_the_wild/9031.wav,George W. Bush,9031,spoof,1,1,0
9032,9032,9032,InTheWild/release_in_the_wild/9032.wav,Donald Trump,9032,bona-fide,0,1,1
9033,9033,9033,InTheWild/release_in_the_wild/9033.wav,Barack Obama,9033,bona-fide,0,1,1
9034,9034,9034,InTheWild/release_in_the_wild/9034.wav,The Notorious B.I.G.,9034,spoof,1,1,0
9035,9035,9035,InTheWild/release_in_the_wild/9035.wav,Donald Trump,9035,bona-fide,0,1,1
9036,9036,9036,InTheWild/release_in_the_wild/9036.wav,Ronald Reagan,9036,spoof,1,1,0
9037,9037,9037,InTheWild/release_in_the_wild/9037.wav,Bernie Sanders,9037,bona-fide,0,1,1
9038,9038,9038,InTheWild/release_in_the_wild/9038.wav,Boris Johnson,9038,bona-fide,0,1,1
9039,9039,9039,InTheWild/release_in_the_wild/9039.wav,Bill Clinton,9039,bona-fide,0,1,1
9040,9040,9040,InTheWild/release_in_the_wild/9040.wav,Ronald Reagan,9040,spoof,1,1,0
9041,9041,9041,InTheWild/release_in_the_wild/9041.wav,Donald Trump,9041,bona-fide,0,1,1
9042,9042,9042,InTheWild/release_in_the_wild/9042.wav,Alec Guinness,9042,bona-fide,0,1,1
9043,9043,9043,InTheWild/release_in_the_wild/9043.wav,Alec Guinness,9043,bona-fide,0,1,1
9044,9044,9044,InTheWild/release_in_the_wild/9044.wav,Bill Clinton,9044,bona-fide,0,1,1
9045,9045,9045,InTheWild/release_in_the_wild/9045.wav,Barack Obama,9045,bona-fide,0,1,1
9046,9046,9046,InTheWild/release_in_the_wild/9046.wav,Queen Elizabeth II,9046,bona-fide,0,1,1
9047,9047,9047,InTheWild/release_in_the_wild/9047.wav,Barack Obama,9047,bona-fide,0,1,1
9048,9048,9048,InTheWild/release_in_the_wild/9048.wav,Ronald Reagan,9048,bona-fide,0,1,1
9049,9049,9049,InTheWild/release_in_the_wild/9049.wav,Bernie Sanders,9049,spoof,1,1,0
9050,9050,9050,InTheWild/release_in_the_wild/9050.wav,Bill Burr,9050,spoof,1,1,0
9051,9051,9051,InTheWild/release_in_the_wild/9051.wav,Bob Ross,9051,spoof,1,1,0
9052,9052,9052,InTheWild/release_in_the_wild/9052.wav,The Notorious B.I.G.,9052,spoof,1,1,0
9053,9053,9053,InTheWild/release_in_the_wild/9053.wav,Ronald Reagan,9053,spoof,1,1,0
9054,9054,9054,InTheWild/release_in_the_wild/9054.wav,Donald Trump,9054,bona-fide,0,1,1
9055,9055,9055,InTheWild/release_in_the_wild/9055.wav,Bernie Sanders,9055,bona-fide,0,1,1
9056,9056,9056,InTheWild/release_in_the_wild/9056.wav,Barack Obama,9056,bona-fide,0,1,1
9057,9057,9057,InTheWild/release_in_the_wild/9057.wav,Barack Obama,9057,bona-fide,0,1,1
9058,9058,9058,InTheWild/release_in_the_wild/9058.wav,Martin Luther King,9058,spoof,1,1,0
9059,9059,9059,InTheWild/release_in_the_wild/9059.wav,Frank Sinatra,9059,spoof,1,1,0
9060,9060,9060,InTheWild/release_in_the_wild/9060.wav,Donald Trump,9060,bona-fide,0,1,1
9061,9061,9061,InTheWild/release_in_the_wild/9061.wav,Ayn Rand,9061,spoof,1,1,0
9062,9062,9062,InTheWild/release_in_the_wild/9062.wav,Bernie Sanders,9062,bona-fide,0,1,1
9063,9063,9063,InTheWild/release_in_the_wild/9063.wav,Donald Trump,9063,bona-fide,0,1,1
9064,9064,9064,InTheWild/release_in_the_wild/9064.wav,Bill Clinton,9064,bona-fide,0,1,1
9065,9065,9065,InTheWild/release_in_the_wild/9065.wav,Barack Obama,9065,bona-fide,0,1,1
9066,9066,9066,InTheWild/release_in_the_wild/9066.wav,Arnold Schwarzenegger,9066,bona-fide,0,1,1
9067,9067,9067,InTheWild/release_in_the_wild/9067.wav,Bernie Sanders,9067,bona-fide,0,1,1
9068,9068,9068,InTheWild/release_in_the_wild/9068.wav,Bill Clinton,9068,bona-fide,0,1,1
9069,9069,9069,InTheWild/release_in_the_wild/9069.wav,Barack Obama,9069,bona-fide,0,1,1
9070,9070,9070,InTheWild/release_in_the_wild/9070.wav,Ronald Reagan,9070,spoof,1,1,0
9071,9071,9071,InTheWild/release_in_the_wild/9071.wav,Alec Guinness,9071,spoof,1,1,0
9072,9072,9072,InTheWild/release_in_the_wild/9072.wav,Louis Farrakhan,9072,bona-fide,0,1,1
9073,9073,9073,InTheWild/release_in_the_wild/9073.wav,Kamala Harris,9073,bona-fide,0,1,1
9074,9074,9074,InTheWild/release_in_the_wild/9074.wav,Bill Clinton,9074,bona-fide,0,1,1
9075,9075,9075,InTheWild/release_in_the_wild/9075.wav,Ayn Rand,9075,bona-fide,0,1,1
9076,9076,9076,InTheWild/release_in_the_wild/9076.wav,Barack Obama,9076,bona-fide,0,1,1
9077,9077,9077,InTheWild/release_in_the_wild/9077.wav,Donald Trump,9077,spoof,1,1,0
9078,9078,9078,InTheWild/release_in_the_wild/9078.wav,Mr. Rogers,9078,bona-fide,0,1,1
9079,9079,9079,InTheWild/release_in_the_wild/9079.wav,Harry Truman,9079,spoof,1,1,0
9080,9080,9080,InTheWild/release_in_the_wild/9080.wav,Barack Obama,9080,bona-fide,0,1,1
9081,9081,9081,InTheWild/release_in_the_wild/9081.wav,Christopher Hitchens,9081,bona-fide,0,1,1
9082,9082,9082,InTheWild/release_in_the_wild/9082.wav,Bill Clinton,9082,spoof,1,1,0
9083,9083,9083,InTheWild/release_in_the_wild/9083.wav,Lyndon Johnson,9083,bona-fide,0,1,1
9084,9084,9084,InTheWild/release_in_the_wild/9084.wav,Gilbert Gottfried,9084,spoof,1,1,0
9085,9085,9085,InTheWild/release_in_the_wild/9085.wav,Ronald Reagan,9085,spoof,1,1,0
9086,9086,9086,InTheWild/release_in_the_wild/9086.wav,Bernie Sanders,9086,spoof,1,1,0
9087,9087,9087,InTheWild/release_in_the_wild/9087.wav,Barack Obama,9087,bona-fide,0,1,1
9088,9088,9088,InTheWild/release_in_the_wild/9088.wav,Bernie Sanders,9088,spoof,1,1,0
9089,9089,9089,InTheWild/release_in_the_wild/9089.wav,Dwight Eisenhower,9089,bona-fide,0,1,1
9090,9090,9090,InTheWild/release_in_the_wild/9090.wav,Adam Driver,9090,spoof,1,1,0
9091,9091,9091,InTheWild/release_in_the_wild/9091.wav,Bernie Sanders,9091,bona-fide,0,1,1
9092,9092,9092,InTheWild/release_in_the_wild/9092.wav,Bill Clinton,9092,bona-fide,0,1,1
9093,9093,9093,InTheWild/release_in_the_wild/9093.wav,Bernie Sanders,9093,bona-fide,0,1,1
9094,9094,9094,InTheWild/release_in_the_wild/9094.wav,Donald Trump,9094,bona-fide,0,1,1
9095,9095,9095,InTheWild/release_in_the_wild/9095.wav,Alec Guinness,9095,bona-fide,0,1,1
9096,9096,9096,InTheWild/release_in_the_wild/9096.wav,Bernie Sanders,9096,spoof,1,1,0
9097,9097,9097,InTheWild/release_in_the_wild/9097.wav,Winston Churchill,9097,bona-fide,0,1,1
9098,9098,9098,InTheWild/release_in_the_wild/9098.wav,Bill Clinton,9098,bona-fide,0,1,1
9099,9099,9099,InTheWild/release_in_the_wild/9099.wav,Donald Trump,9099,bona-fide,0,1,1
9100,9100,9100,InTheWild/release_in_the_wild/9100.wav,Nick Offerman,9100,bona-fide,0,1,1
9101,9101,9101,InTheWild/release_in_the_wild/9101.wav,Ronald Reagan,9101,bona-fide,0,1,1
9102,9102,9102,InTheWild/release_in_the_wild/9102.wav,Donald Trump,9102,bona-fide,0,1,1
9103,9103,9103,InTheWild/release_in_the_wild/9103.wav,Bill Clinton,9103,bona-fide,0,1,1
9104,9104,9104,InTheWild/release_in_the_wild/9104.wav,Barack Obama,9104,bona-fide,0,1,1
9105,9105,9105,InTheWild/release_in_the_wild/9105.wav,Christopher Hitchens,9105,spoof,1,1,0
9106,9106,9106,InTheWild/release_in_the_wild/9106.wav,Barack Obama,9106,bona-fide,0,1,1
9107,9107,9107,InTheWild/release_in_the_wild/9107.wav,Tucker Carlson,9107,bona-fide,0,1,1
9108,9108,9108,InTheWild/release_in_the_wild/9108.wav,Ayn Rand,9108,spoof,1,1,0
9109,9109,9109,InTheWild/release_in_the_wild/9109.wav,Donald Trump,9109,bona-fide,0,1,1
9110,9110,9110,InTheWild/release_in_the_wild/9110.wav,Barack Obama,9110,bona-fide,0,1,1
9111,9111,9111,InTheWild/release_in_the_wild/9111.wav,Bernie Sanders,9111,spoof,1,1,0
9112,9112,9112,InTheWild/release_in_the_wild/9112.wav,Milton Friedman,9112,spoof,1,1,0
9113,9113,9113,InTheWild/release_in_the_wild/9113.wav,Bill Clinton,9113,bona-fide,0,1,1
9114,9114,9114,InTheWild/release_in_the_wild/9114.wav,Donald Trump,9114,bona-fide,0,1,1
9115,9115,9115,InTheWild/release_in_the_wild/9115.wav,Ronald Reagan,9115,bona-fide,0,1,1
9116,9116,9116,InTheWild/release_in_the_wild/9116.wav,Bill Clinton,9116,bona-fide,0,1,1
